PARLIAMENTARY_CONSTITUENCY_CODE,STATE,PARLIAMENTARY_CONSTITUENCY_NAME,WINNING_PARTY_MAIN,WINNING_PARTY
P058,PERAK,BAGAN SERAI,BN,BN - UMNO
P059,PERAK,BUKIT GANTANG,PR,PR - PAS
P060,PERAK,TAIPING,PR,PR - DAP
P061,PERAK,PADANG RENGAS,BN,BN - UMNO
P062,PERAK,SUNGAI SIPUT,PR,PR - PKR
P063,PERAK,TAMBUN,BN,BN - UMNO
P064,PERAK,IPOH TIMOR,PR,PR - DAP
P065,PERAK,IPOH BARAT,PR,PR - DAP
P066,PERAK,BATU GAJAH,PR,PR - DAP
P067,PERAK,KUALA KANGSAR,BN,BN - UMNO
P068,PERAK,BERUAS,PR,PR - DAP
P069,PERAK,PARIT,BN,BN - UMNO
P070,PERAK,KAMPAR,PR,PR - DAP
P071,PERAK,GOPENG,PR,PR - PKR
P072,PERAK,TAPAH,BN,BN - MIC
P073,PERAK,PASIR SALAK,BN,BN - UMNO
P074,PERAK,LUMUT,PR,PR - PKR
P075,PERAK,BAGAN DATOK,BN,BN - UMNO
P076,PERAK,TELOK INTAN,PR,PR - DAP
P077,PERAK,TANJONG MALIM,BN,BN - MCA
P078,PAHANG,CAMERON HIGHLANDS,BN,BN - MIC
P079,PAHANG,LIPIS,BN,BN - UMNO
P080,PAHANG,RAUB,PR,PR - DAP
P081,PAHANG,JERANTUT,BN,BN - UMNO
P082,PAHANG,INDERA MAHKOTA,PR,PR - PKR
P083,PAHANG,KUANTAN,PR,PR - PKR
P084,PAHANG,PAYA BESAR,BN,BN - UMNO
P085,PAHANG,PEKAN,BN,BN - UMNO
P086,PAHANG,MARAN,BN,BN - UMNO
P087,PAHANG,KUALA KRAU,BN,BN - UMNO
P088,PAHANG,TEMERLOH,PR,PR - PAS
P089,PAHANG,BENTONG,BN,BN - MCA
P090,PAHANG,BERA,BN,BN - UMNO
P091,PAHANG,ROMPIN,BN,BN - UMNO
P092,SELANGOR,SABAK BERNAM,BN,BN - UMNO
P093,SELANGOR,SUNGAI BESAR,BN,BN - UMNO
P094,SELANGOR,HULU SELANGOR,BN,BN - MIC
P095,SELANGOR,TANJONG KARANG,BN,BN - UMNO
P096,SELANGOR,KUALA SELANGOR,BN,BN - UMNO
P097,SELANGOR,SELAYANG,PR,PR - PKR
P098,SELANGOR,GOMBAK,PR,PR - PKR
P099,SELANGOR,AMPANG,PR,PR - PKR
P100,SELANGOR,PANDAN,PR,PR - PKR
P101,SELANGOR,HULU LANGAT,PR,PR - PAS
P102,SELANGOR,SERDANG,PR,PR - DAP
P103,SELANGOR,PUCHONG,PR,PR - DAP
P104,SELANGOR,KELANA JAYA,PR,PR - PKR
P105,SELANGOR,PETALING JAYA SELATAN,PR,PR - PKR
P106,SELANGOR,PETALING JAYA UTARA,PR,PR - DAP
P107,SELANGOR,SUBANG,PR,PR - PKR
P108,SELANGOR,SHAH ALAM,PR,PR - PAS
P109,SELANGOR,KAPAR,PR,PR - PKR
P110,SELANGOR,KLANG,PR,PR - DAP
P111,SELANGOR,KOTA RAJA,PR,PR - PAS
P112,SELANGOR,KUALA LANGAT,PR,PR - PKR
P113,SELANGOR,SEPANG,PR,PR - PAS
P114,KL,KEPONG,PR,PR - DAP
P115,KL,BATU,PR,PR - PKR
P116,KL,WANGSA MAJU,PR,PR - PKR
P117,KL,SEGAMBUT,PR,PR - DAP
P118,KL,SETIAWANGSA,BN,BN - UMNO
P119,KL,TITIWANGSA,BN,BN - UMNO
P120,KL,BUKIT BINTANG,PR,PR - DAP
P121,KL,LEMBAH PANTAI,PR,PR - PKR
P122,KL,SEPUTEH,PR,PR - DAP
P123,KL,CHERAS,PR,PR - DAP
P124,KL,BANDAR TUN RAZAK,PR,PR - PKR
P125,PUTRAJAYA,PUTRAJAYA,BN,BN - UMNO
P126,N9,JELEBU,BN,BN - UMNO
P127,N9,JEMPOL,BN,BN - UMNO
P128,N9,SEREMBAN,PR,PR - DAP
P129,N9,KUALA PILAH,BN,BN - UMNO
P130,N9,RASAH,PR,PR - DAP
P131,N9,REMBAU,BN,BN - UMNO
P132,N9,TELOK KEMANG,PR,PR - PKR
P133,N9,TAMPIN,BN,BN - UMNO
P134,MELAKA,MASJID TANAH,BN,BN - UMNO
P135,MELAKA,ALOR GAJAH,BN,BN - MCA
P136,MELAKA,TANGGA BATU,BN,BN - UMNO
P137,MELAKA,BUKIT KATIL,PR,PR - PKR
P138,MELAKA,KOTA MELAKA,PR,PR - DAP
P139,MELAKA,JASIN,BN,BN - UMNO
P140,JOHOR,SEGAMAT,BN,BN - MIC
P141,JOHOR,SEKIJANG,BN,BN - UMNO
P142,JOHOR,LABIS,BN,BN - MCA
P143,JOHOR,PAGOH,BN,BN - UMNO
P144,JOHOR,LEDANG,BN,BN - UMNO
P145,JOHOR,BAKRI,PR,PR - DAP
P146,JOHOR,MUAR,BN,BN - UMNO
P147,JOHOR,PARIT SULONG,BN,BN - UMNO
P148,JOHOR,AYER HITAM,BN,BN - MCA
P149,JOHOR,SRI GADING,BN,BN - UMNO
P150,JOHOR,BATU PAHAT,PR,PR - PKR
P151,JOHOR,SIMPANG RENGGAM,BN,BN - GERAKAN
P152,JOHOR,KLUANG,PR,PR - DAP
P153,JOHOR,SEMBRONG,BN,BN - UMNO
P154,JOHOR,MERSING,BN,BN - UMNO
P155,JOHOR,TENGGARA,BN,BN - UMNO
P156,JOHOR,KOTA TINGGI,BN,BN - UMNO
P157,JOHOR,PENGERANG,BN,BN - UMNO
P158,JOHOR,TEBRAU,BN,BN - MCA
P159,JOHOR,PASIR GUDANG,BN,BN - UMNO
P160,JOHOR,JOHOR BAHRU,BN,BN - UMNO
P161,JOHOR,PULAI,BN,BN - UMNO
P162,JOHOR,GELANG PATAH,PR,PR - DAP
P163,JOHOR,KULAI,PR,PR - DAP
P164,JOHOR,PONTIAN,BN,BN - UMNO
P165,JOHOR,TANJONG PIAI,BN,BN - MCA
P166,LABUAN,LABUAN,BN,BN - UMNO
P167,SABAH,KUDAT,BN,BN - UMNO
P168,SABAH,KOTA MARUDU,BN,BN - PBS
P169,SABAH,KOTA BELUD,BN,BN - UMNO
P170,SABAH,TUARAN,BN,BN - UPKO
P171,SABAH,SEPANGGAR,BN,BN - UMNO
P172,SABAH,KOTA KINABALU,PR,PR - DAP
P173,SABAH,PUTATAN,BN,BN - UPKO
P174,SABAH,PENAMPANG,PR,PR - PKR
P175,SABAH,PAPAR,BN,BN - UMNO
P176,SABAH,KIMANIS,BN,BN - UMNO
P177,SABAH,BEAUFORT,BN,BN - UMNO
P178,SABAH,SIPITANG,BN,BN - UMNO
P179,SABAH,RANAU,BN,BN - UPKO
P180,SABAH,KENINGAU,BN,BN - PBS
P181,SABAH,TENOM,BN,BN - UMNO
P182,SABAH,PENSIANGAN,BN,BN - PBRS
P183,SABAH,BELURAN,BN,BN - UMNO
P184,SABAH,LIBARAN,BN,BN - UMNO
P185,SABAH,BATU SAPI,BN,BN - PBS
P186,SABAH,SANDAKAN,PR,PR - DAP
P187,SABAH,KINABATANGAN,BN,BN - UMNO
P188,SABAH,SILAM,BN,BN - UMNO
P189,SABAH,SEMPORNA,BN,BN - UMNO
P190,SABAH,TAWAU,BN,BN - PBS
P191,SABAH,KALABAKAN,BN,BN - UMNO
P192,SARAWAK,MAS GADING,BN,BN - SPDP
P193,SARAWAK,SANTUBONG,BN,BN - PBB
P194,SARAWAK,PETRA JAYA,BN,BN - PBB
P195,SARAWAK,BANDAR KUCHING,PR,PR - DAP
P196,SARAWAK,STAMPIN,PR,PR - DAP
P197,SARAWAK,KOTA SAMARAHAN,BN,BN - PBB
P198,SARAWAK,MAMBONG,BN,BN - PBB
P199,SARAWAK,SERIAN,BN,BN - SUPP
P200,SARAWAK,BATANG SADONG,BN,BN - PBB
P201,SARAWAK,BATANG LUPAR,BN,BN - PBB
P202,SARAWAK,SRI AMAN,BN,BN - PRS
P203,SARAWAK,LUBOK ANTU,BN,BN - PRS
P204,SARAWAK,BETONG,BN,BN - PBB
P205,SARAWAK,SARATOK,BN,BN - SPDP
P206,SARAWAK,TANJONG MANIS,BN,BN - PBB
P207,SARAWAK,IGAN,BN,BN - PBB
P208,SARAWAK,SARIKEI,PR,PR - DAP
P209,SARAWAK,JULAU,BN,BN - PRS
P210,SARAWAK,KANOWIT,BN,BN - PRS
P211,SARAWAK,LANANG,PR,PR - DAP
P212,SARAWAK,SIBU,PR,PR - DAP
P213,SARAWAK,MUKAH,BN,BN - PBB
P214,SARAWAK,SELANGAU,BN,BN - PRS
P215,SARAWAK,KAPIT,BN,BN - PBB
P216,SARAWAK,HULU RAJANG,BN,BN - PRS
P217,SARAWAK,BINTULU,BN,BN - SPDP
P218,SARAWAK,SIBUTI,BN,BN - PBB
P219,SARAWAK,MIRI,PR,PR - PKR
P220,SARAWAK,BARAM,BN,BN - SPDP
P221,SARAWAK,LIMBANG,BN,BN - PBB
P222,SARAWAK,LAWAS,BN,BN - PBB
